line_index,full_address,lat,lon
2458,"16 PRINCES HWY, MORUYA, NSW 2537, Australia",-35.9043209,150.0824493
2459,"9-11 MOORLAND RD, TAHMOOR, NSW 2573, Australia",-34.2166675,150.6031355
2460,"307 THE NORTHERN ROAD, Londonderry, NSW 2753, Australia",-33.6611118,150.7609638
2461,"65 KELLETTS ROAD, ROWVILLE, VIC 3178, Australia",-37.9109859,145.2436099
2462,"117A ARUNDEL DR, ARUNDEL, QLD 4214, Australia",-27.9282835,153.3635293
2463,"47 OAKS ST, THIRLMERE, NSW 2572, Australia",-34.2033417,150.5679431
2464,"196 HARBORD RD, BROOKVALE, NSW 2100, Australia",-33.7638833,151.2790831
2465,"4/83 BASSETT ST, MONA VALE, NSW 2103, Australia",-33.6707168,151.3050357
2466,"RIDDELL ST, MOLONG, NSW 2866, Australia",-33.0932783,148.8619362
2467,"94 PROXIMITY ROAD, SUNSHINE, VIC 3020, Australia",-37.8117634,144.8220841
2468,"20-26 SCRIVENER ST, WARWICK FARM, NSW 2170, Australia",-33.9184377,150.9395143
2469,"85 DERBY ST, ROCKHAMPTON, QLD 4701, Australia",-23.3858335,150.5098044
2470,"REAR OF 271A VICTORIA RD, DRUMMOYNE, NSW 2047, Australia",-33.8472863,151.1515164
2471,"97 CENTRE STREET, South Casino, NSW 2470, Australia",-28.8712291,153.0444305
2472,"UNIT 5-6, 2 INDUSTRIAL AVENUE, Wacol QLD, 4076",-27.5915143,152.9302078
2473,"UNIT 5-6, 2 INDUSTRIAL AVENUE, WACOL QLD, 4076",-27.5915143,152.9302078
2474,"1 VALLENCE RD, BACCHUS MARSH, VIC 3340, Australia",-37.6939602,144.4456495
2475,"BARRABA ROAD, Bingara, NSW 2404, Australia",-29.8687414,150.5718229
2476,"5-6/2 INDUSTRIAL AVE, WACOL, QLD 4076, Australia",-27.5915143,152.9302078
2477,"FACTORY 2/33 SLATER PARADE, KEILOR EAST, VIC 3033, Australia",-37.7354266,144.8535685
2478,"1/6 SOUTHEAST BLVD, PAKENHAM, VIC 3810, Australia",-38.0973924,145.4861354
2479,"10/50 WESTALL RD, SPRINGVALE, VIC 3171, Australia",-37.9424587,145.1407963
2480,"111 HANSON RD, GLADSTONE-CITY, QLD 4680, Australia",-23.8429048,151.2380788
2481,"136 SPENCE ST, CAIRNS, QLD 4870, Australia",-16.9291808,145.7696432
2482,"4 SYDENHAM RD, BROOKVALE, NSW 2100, Australia",-33.7645802,151.2722619
2483,"2/26 SHERWOOD ROAD, ROCKLEA, QLD 4106, Australia",-27.5412647,153.0100644
2484,"34 PRINCES HWY, DOVETON, VIC 3177, Australia",-38.0013469,145.2373146
2485,"142 KENDAL ST, COWRA, NSW 2794, Australia",-33.8349864,148.6952823
2486,"7/28 ARTHUR KAINE DR, PAMBULA, NSW 2549, Australia",-36.9294166,149.8811882
2487,"1, 30 ELIZABETH ST, WETHERILL PARK NSW, 2164",-33.84473699999999,150.900755
2488,"4300 GEELONG-BACCHUS MARSH RD, BACCHUS MARSH, VIC 3340, Australia",-37.7071891,144.4593485
2489,"67 COULSON ST, BLACKBUTT, QLD 4306, Australia",-26.8857507,152.1029997
2490,"227 MAIN ST, LITHGOW, NSW 2790, Australia",-33.482782,150.1499656
2491,"2-20 CARTER WAY, DANDENONG SOUTH, VIC 3175, Australia",-38.0242259,145.2434717
2492,"9/6-20 BRAIDWOOD ST, STRATHFIELD SOUTH, NSW 2136, Australia",-33.8882083,151.0714976
2493,"438 NEWMAN RD, GEEBUNG, QLD 4034, Australia",-27.3646896,153.048356
2494,"97 CENTRE ST, SOUTH CASINO, NSW 2470, Australia",-28.8712291,153.0444305
2495,"142 KENDALL STREET, Cowra, NSW 2794, Australia",-33.8349864,148.6952823
2496,"28 BURROWS ROAD, St Peters, NSW 2044, Australia",-33.9171519,151.1836064
2497,"8 BENNETT LANE, PAMBULA, NSW 2548, Australia",-36.930064,149.875473
2498,"256 SPINKS ROAD, GLOSSODIA, NSW 2756, Australia",-33.5353393,150.7650057
2499,"39 GUTHRIE ST, OSBORNE PARK, WA 6017, Australia",-31.9027884,115.8131481
2500,"33 WELSHPOOL RD, WELSHPOOL, WA 6106, Australia",-31.9942194,115.917668
2501,"16 OLIVE COURT, BUNBURY, WA 6230, Australia",-33.3536425,115.6784093
2502,"14 RACECOURSE ROAD, RUTHERFORD, NSW 2320, Australia",-32.7114796,151.5154805
2503,"62 NORSEMAN RD., ESPERANCE, WA 6450, Australia",-33.8317098,121.8954804
2504,"5 PARK ST, CROOKWELL, NSW 2583, Australia",-34.4598793,149.4743897
2505,"7 VORE ST, SILVERWATER, NSW 2128, Australia",-33.838018,151.0438866
2506,"62 CLARINDA STREET, PARKES, NSW 2870, Australia",-33.1423087,148.1833299
2507,"77 FORBES ST, TRUNDLE, NSW 2875, Australia",-32.9219185,147.7101992
2508,"8 BENNETT LANE, PAMBULA, NSW 2549, Australia",-36.930064,149.875473
2509,"208 NEW CANTERBURY RD, PETERSHAM, NSW 2049, Australia",-33.8970413,151.1489902
2510,"30 SHERIFF ST, FORBES, NSW 2871, Australia",-33.3864554,148.0098131
2511,"169 KEWDALE RD, KEWDALE, WA 6105, Australia",-31.9779599,115.9625497
2512,"6 AUGER WAY, MARGARET RIVER, WA 6285, Australia",-33.9653276,115.0707632
2513,"142 GIBLETT, MANJIMUP, WA 6258, Australia",-34.2379371,116.1484728
2514,"260 TENTH AVE & KELLY ST, AUSTRAL, NSW 2171, Australia",-33.9314256,150.798178
2515,"26 CLIFFORD RD, INNISFAIL, QLD 4860, Australia",-17.5127049,146.0104983
2516,"4 ZAKNIC PLACE, BUNBURY, WA 6230, Australia",-33.3333457,115.6494192
2517,"LOT 32 GREAT EASTERN HWY, KALGOORLIE, WA 6430, Australia",-30.76972079999999,121.4464622
2518,"25B KEWDALE RD, WELSHPOOL, WA 6106, Australia",-31.9907126,115.947741
2519,"74 ABSOLON ST, LAKE GRACE, WA 6353, Australia",-33.103949,118.4687981
2520,"1151-1155 ALBANY HWY, BENTLEY, WA 6102, Australia",-32.0031028,115.9196486
2521,"3 ADELAIDE RD, MALLALA, SA 5502, Australia",-34.4391341,138.5102227
2522,"86 SHERIDAN ST, GUNDAGAI, NSW 2722, Australia",-35.0661963,148.1086527
2523,"121 VULCAN RD., CANNING VALE, WA 6155, Australia",-32.0568533,115.9074391
2524,"UNIT 3/47-49 STRICKLAND ST., BUNBURY, WA 6230, Australia",-33.3364896,115.6477915
2525,"53 DIXON RD, ROCKINGHAM, WA 6168, Australia",-32.276396,115.7552549
2526,"61 POWERS RD, SEVEN HILLS, NSW 2147, Australia",-33.7753272,150.9583499
2527,"275 MONIER ROAD, DARRA, QLD 4076, Australia",-27.5588156,152.9421984
2528,"2/435 YANGEBUB RD., COCKBURN CENTRAL, WA 6164, Australia",-32.1234111,115.8367586
2529,"30 PARDOO ST., NEWMAN, WA 6753, Australia",-23.3699691,119.7263327
2530,"5A CARSON ROAD, MALAGA, WA 6090, Australia",-31.8550388,115.8791746
2531,"8 MORILLA RD., MUNDARING, WA 6073, Australia",-31.9061293,116.1801839
2532,"177 BOULYER RD, KALGOORLIE, WA 6430, Australia",-30.755592,121.4840855
2533,"1 FARRALL RD, MIDVALE, WA 6056, Australia",-31.8944172,116.0321199
2534,"UNIT 1, 614 MAROOCHYDORE RD, KUNDA PARK QLD, 4556",-26.6612541,153.0335694
2535,"16 PIGGOTT DR, AUSTRALIND, WA 6233, Australia",-33.2764491,115.745597
2536,"3/18 COLWYN RD, BAYSWATER, WA 6063, Australia",-31.91954579999999,115.9341262
2537,"5 SANFORD RD, ALBANY, WA 6330, Australia",-35.017197,117.8795282
2538,"19 THORNBOROUGH RD, MANDURAH, WA 6210, Australia",-32.5142553,115.7519029
2539,"UNIT 1, 28 SALPIETRO RD, SPEARWOOD WA, 6163",-32.1150826,115.7959137
2540,"9 NEWELL ST, HARVEY, WA 6220, Australia",-33.0814299,115.8945329
2541,"2790 REMEMBRANCE DR, TAHMOOR, NSW 2573, Australia",-34.2344862,150.5816965
2542,"114 BARWAN ST, NARRABRI, NSW 2390, Australia",-30.3219993,149.7833617
2543,"CONADILLY ST, GUNNEDAH, NSW 2380, Australia",-30.9794203,150.2564901
2544,"46 VILLIERS ST, GRAFTON, NSW 2460, Australia",-29.6913494,152.9392561
2545,"85 CAMERON ST, WAUCHOPE, NSW 2446, Australia",-31.4624874,152.7327613
2546,"90 BELGRAVE ST, KEMPSEY, NSW 2440, Australia",-31.0804793,152.8391045
2547,"93 DUMARESQ ST, ARMIDALE, NSW 2350, Australia",-30.5126953,151.6712473
2548,"114 OAKS ROAD, Old Toongabbie, NSW 2146, Australia",-33.7848974,150.9720347
2549,"2/3-5 COMMODORE DR, ROCKINGHAM, WA 6168, Australia",-32.27846660000001,115.7361207
2550,"1/1851 ALBANY HWY, MADDINGTON, WA 6109, Australia",-32.0493266,115.9782607
2551,"51 REID ROAD, PERTH AIRPORT, WA 6105, Australia",-31.9696293,115.9620628
2552,"5-7 KATANNING ST, BAYSWATER, WA 6053, Australia",-31.9196016,115.9299556
2553,"58 FLORES RD, GERALDTON, WA 6530, Australia",-28.75882499999999,114.6329187
2554,"LOT 15 CRAIG RD, KALGOORLIE, WA 6430, Australia",-30.7785721,121.4290696
2555,"3A BEETON PARADE, TAREE, NSW 2430, Australia",-31.90503429999999,152.4712858
2556,"30 BASSENDEAN RD, BAYSWATER, WA 6053, Australia",-31.91539,115.9210524
2557,"2/11 PRINDIVILLE DRIVE, WANGARA, WA 6065, Australia",-31.79068,115.8156879
2558,"146 CHESTERPASS RD, ALBANY, WA 6330, Australia",-34.9907962,117.8772493
2559,"16/16 SALPIETRO ST, BIBRA LAKE, WA 6163, Australia",-32.1136373,115.7961636
2560,"LOT 91 BANDICOOT DR, KUNUNURRA, WA 6743, Australia",-15.7783469,128.7387786
2561,"152 DAWSON ST, MILES, QLD 4415, Australia",-26.6655778,150.1858146
2562,"845 O'CONNELL RD, OBERON, NSW 2787, Australia",-33.6542341,149.800203
2563,"44 JOHNSTON ST, COLLIE, WA 6225, Australia",-33.3570726,116.1535513
2564,"104 PINJARRA RD, MANDURAH, WA 6210, Australia",-32.5344932,115.727777
2565,"CNR BLAIR & STUART STS, BUNBURY, WA 6230, Australia",-33.3336994,115.6443315
2566,"87 CHAMPION DR, KELMSCOTT, WA 6111, Australia",-32.130093,116.0015861
2567,"1151 ALBANY HWY, BENTLEY, WA 6102, Australia",-32.003078,115.919551
2568,"U2-335 COLLIER RD, BASSENDEAN, WA 6054, Australia",-31.9053474,115.9323543
2569,"242 PORT DR, BROOME, WA 6725, Australia",-17.9853238,122.2068851
2570,"2/4-6 COMMODORE DR., ROCKINGHAM, WA 6168, Australia",-32.278823,115.736791
2571,"175 WELSHPOOL RD, WELSHPOOL, WA 6106, Australia",-31.9961868,115.9381617
2572,"128 COCKMAN RD., GREENWOOD, WA 6024, Australia",-31.820912,115.815716
2573,"5 SOUTH WEST HWY, PINJARRA, WA 6208, Australia",-32.6268729,115.8784885
2574,"244 TREASURE ROAD, WELSHPOOL, WA 6106, Australia",-31.995789,115.9471
2575,"27A RUDLOC RD, MORLEY, WA 6062, Australia",-31.9010704,115.8972464
2576,"10 MALLAN TCE, BIRKDALE, QLD 4159, Australia",-27.4971263,153.2016316
2577,"PICTON/DARDANUP RD, PICTON, WA 6229, Australia",-33.4211888,115.7192921
2578,"27 BELGRAVIA ST, BELMONT, WA 6104, Australia",-31.9450607,115.9248259
2579,"210 MARTIN RD, BADGERYS CREEK, NSW 2555, Australia",-33.889556,150.7628654
2580,"24 STIRLING TERRACE, TOODYAY, WA 6566, Australia",-31.5557177,116.4763188
2581,"8 AUGUSTA ST, WILLETTON, WA 6155, Australia",-32.0406174,115.8805254
2582,"CNR OXLEY HWY & BENNETT ROAD, GUNNEDAH, NSW 2380, Australia",-30.9807986,150.2325088
2583,"UNIT 6 19-25 SOMMERTON RD, CAMPBELLFIELD, VIC 3061, Australia",-37.6433876,144.9475002
2584,"UNIT 3-65, 67 GORDON RD, MANDURAH WA, 6210",-32.5113211,115.751673
2585,"277 WALTER RD, MORLEY, WA 6062, Australia",-31.8943779,115.898876
2586,"32 RICHARDSON ST, BROOKTON, WA 6306, Australia",-32.3685916,117.0117273
2587,"65 HOWE ST., OSBORNE PARK, WA 6017, Australia",-31.9073155,115.8134818
2588,"U11/6 BRAIDWOOD ST, STRATHFIELD SOUTH, NSW 2136, Australia",-33.8880617,151.0710922
2589,"14-16 WINDLASS AVE, LIGHTNING RIDGE, NSW 2834, Australia",-29.4327886,147.973948
2590,"50 FARRALL RD, MIDVALE, WA 6056, Australia",-31.889743,116.0338049
2591,"CNR OF JENSEN ST & NWC HWY, GERALDTON, WA 6530, Australia",-28.7737545,114.6247973
2592,"368 Peachester Road, PEACHESTER, QLD 4519, Australia",-26.852778,152.9233724
2593,"433 WARRIGAL RD., MOORABBIN, VIC 3189, Australia",-37.9487522,145.0771199
2594,"1-19 BALD HILL RD, PAKENHAM, VIC 3810, Australia",-38.0807412,145.4846439
2595,"22 ASTON RD, ERINA, NSW 2250, Australia",-33.434292,151.3846657
2596,"LOT 2441 GREAT NORTHERN HWY, BULLSBROOK, WA 6084, Australia",-31.67979099999999,116.0319587
2597,"5 COMSERV LOOP, ELLENBROOK, WA 6069, Australia",-31.7789456,115.9681327
2598,"7 CLEMENTON ST., BROOME, WA 6725, Australia",-17.96182,122.236998
2599,"137 DUNCAN RD, HALLS CREEK, WA 6770, Australia",-18.2247342,127.6717527
2600,"5-9 JENNABERRING RD, QUAIRADING, WA 6383, Australia",-32.0093178,117.4018986
2601,"LOT 76 STRELLY ST, BUSSELTON, WA 6280, Australia",-33.6619272,115.3488996
2602,"62 McCPHERSON ST, HYDEN, WA 6359, Australia",-32.4472923,118.8619501
2603,"61-63 DAY ST, KULIN, WA 6365, Australia",-32.6681685,118.1546742
2604,"111 YANDILLA ST, PITTWORTH, QLD 4356, Australia",-27.7166519,151.6294194
2605,"282 CARRICK RD, GOULBURN, NSW 2580, Australia",-34.7333422,149.8361023
2606,"16 KAMHOLTZ COURT, ASHMORE, QLD 4214, Australia",-27.9870676,153.358414
2607,"132 COWABBIE ST, COOLAMON, NSW 2701, Australia",-34.8134652,147.1987322
2608,"12 McKAY AVENUE, LEETON, NSW 2705, Australia",-34.5487491,146.3895839
2609,"122 KINGSWOOD ROAD, ORCHARD HILLS, NSW 2748, Australia",-33.7870476,150.7217503
2610,"GROUND FLOOR UNIT 4, 6 HERBERT, ST LEONARDS NSW, 2065",-33.8177216,151.191792
2611,"UNIT 2, 435 YANGEBUP ROAD, COCBURN CENTRAL WA, 6164",-32.1234111,115.8367586
2612,"7 ELIOT RD, ARMADALE, WA 6112, Australia",-32.172963,116.0104787
2613,"43 ROBERTS ST, MOORA, WA 6510, Australia",-30.64052599999999,116.0062544
2614,"57 LOWOOD RD, MT BARKER, WA 6324, Australia",-34.6287074,117.6621794
2615,"12 DALY ST, QUEANBEYAN, ACT 2620, Australia",-35.3545945,149.2072538
2616,"UNIT 1, 27 PHILLIP ST, KINGSWOOD NSW, 2747",-33.7557274,150.716089
2617,"6/356 VICTORIA ROAD, MALAGA, WA 6090, Australia",-31.8621291,115.8926741
2618,"29 YIRRIGAN DR., MIRRABOOKA, WA 6061, Australia",-31.8705452,115.8579393
2619,"9 AUGUSTA STREET, WILLETTON, WA 6155, Australia",-32.040365,115.8797861
2620,"27-33 FRANK ST, WETHERILL PARK, NSW 2164, Australia",-33.8403725,150.9073888
2621,"230 BOULDER RD, KALGOORLIE, WA 6430, Australia",-30.7582337,121.4855502
2622,"35 TROODE ST, WEST PERTH, WA 6005, Australia",-31.9429367,115.8441335
2623,"1/487 BEECHBORO RD, BEECHBORO, WA 6063, Australia",-31.8693764,115.9242906
2624,"6 BENT ST, MUKINBUDIN, WA 6479, Australia",-30.9110497,118.2104442
2625,"38 DISTINCTION RD., WANGARA, WA 6065, Australia",-31.7956508,115.8394197
2626,"10 MAY HOLMAN DR, BASSENDEAN, WA 6054, Australia",-31.9068115,115.9401015
2627,"6 PAULEY COURT, BOULDER, WA 6432, Australia",-30.77580949999999,121.4920043
2628,"6 KINGSCOTE STREET, KEWDALE, WA 6105, Australia",-31.9777648,115.9692766
2629,"4 KIPLING STR., NARROGIN, WA 6312, Australia",-32.9313464,117.181113
2630,"163 HIGH RD, WILLETTON, WA 6155, Australia",-32.0392328,115.8834466
2631,"132 COWABBIE ST, COOLAMON, NSW 2701, Australia",-34.8134652,147.1987322
2632,"26-28 ALMA AVE, WOY WOY, NSW 2256, Australia",-33.5040676,151.3230031
2633,"UNIT 1, 18-20 ELIZABETH ST, WETHERILL PARK NSW, 2164",-33.8472733,150.9002538
2634,"7-11 VERNER ST., GOULBURN, NSW 2580, Australia",-34.7570545,149.7186893
2635,"4 GATWOOD CLOSE, PADSTOW, NSW 2211, Australia",-33.9374623,151.0291677
2636,"10 GRICE STREET, CLONTARF, QLD 4019, Australia",-27.2398858,153.0802483
2637,"1000 ABERNETHY ROAD, Forrestfield, WA 6058, Australia",-31.9530022,115.9899418
2638,"U1 378 SOUTH STREET, O'CONNOR, WA 6163, Australia",-32.0630638,115.7954233
2639,"SHED 2/2 DARIAN STREET, MERINGANDAN, QLD 4352, Australia",-27.4388245,151.9312195
2640,"1290 LOGAN RD, MOUNT GRAVATT, QLD 4122, Australia",-27.5319263,153.0744805
2641,"47C NORMA RD, MYAREE, WA 6154, Australia",-32.0375983,115.8220647
2642,"614 BROWNS PLAINS RD, MARSDEN, QLD 4132, Australia",-27.680679,153.0923946
2643,"13 BEAVER ST, WEBBERTON, WA 6530, Australia",-28.7555525,114.6349533
2644,"21-22 ALLENBY STREET, KOORDA, WA 6475, Australia",-30.8275631,117.4824098
2645,"132 STATION RD, SEVEN HILLS, NSW 2147, Australia",-33.7693232,150.9428782
2646,"127 THE BOULEVARDE, CARINGBAH, NSW 2229, Australia",-34.0308637,151.1150817
2647,"1 SANDRIDGE ROAD, BUNBURY, WA 6230, Australia",-33.3396231,115.6484475
2648,"93 BAZAAR STREET, MARYBOROUGH, QLD 4650, Australia",-25.5412947,152.701416
2649,"143 CANTERBURY ROAD, BANKSTOWN, NSW 2200, Australia",-33.9339673,151.0330808
2650,"1/10 MARCHANT WAY, MORLEY, WA 6062, Australia",-31.90074229999999,115.901693
2651,"6 SEABROOK WAY, MEDINA, WA 6167, Australia",-32.2408039,115.8012451
2652,"459 CANTERBURY ROAD, SURREY HILLS, VIC 3127, Australia",-37.825129,145.092738
2653,"141-143 URIARRA RD, QUEANBEYAN, NSW 2620, Australia",-35.3443848,149.2163516
2654,"2 EGAN COURT, BELCONNEN, ACT 2617, Australia",-35.2409429,149.0580753
2655,"11 BENT ST, MUKINBUDIN, WA 6479, Australia",-30.9156564,118.2100861
2656,"130 ALBANY HWY, KOJONUP, WA 6395, Australia",-33.8362002,117.1592103
2657,"1/347 REED ST, TUGGERANONG, ACT 2900, Australia",-35.4200901,149.0689277
2658,"UNIT 3, 8 ANELLA AVENUE, CASTLE HILL NSW, 2154",-33.7252434,150.9800397
2659,"8 PRIDDLE ST, WARWICK FARM, NSW 2170, Australia",-33.917905,150.9355717
2660,"103 BOWEN RORD, ROSSLEA, QLD 4812, Australia",-19.301207,146.7997937
2661,"6 FIELDS STREET, PINJARRA, WA 6210, Australia",-32.617958,115.8504204
2662,"119 CHESTERPASS ROAD, ALBANY, WA 6330, Australia",-34.9943456,117.8728283
2663,"34/87 ARMADALE ROAD, JANDAKOT, WA 6164, Australia",-32.1257,115.8695281
2664,"26 CANHAM WAY, GREENWOOD, WA 6024, Australia",-31.82158909999999,115.8190411
2665,"35 GREVILLEA STREET, PITTSWORTH, QLD 4356, Australia",-27.7202517,151.6224908
2666,"46 STURT ST, MOUNT GAMBIER, SA 5290, Australia",-37.8323098,140.7850654
2667,"107 CHURCH ST, LIDCOMBE, NSW 2141, Australia",-33.8641389,151.0533285
2668,"6/209 WINTON RD, JOONDALUP, WA 6027, Australia",-31.748084,115.7642461
2669,"1277 NORTH EAST ROAD, Ridgehaven, SA 5097, Australia",-34.82071010000001,138.7183384
2670,"70 RAILWAY TCE, Lameroo, SA 5302, Australia",-35.3293165,140.5167752
2671,"78 MURILLA ST, MILES, QLD 4415, Australia",-26.6598353,150.1864032
2672,"PEACHEY RD, ORMEAU, QLD 4208, Australia",-27.782326,153.2423807
2673,"5/28 BICENTENNIAL DR, AGNES WATER, QLD 4677, Australia",-24.224596,151.8899379
2674,"71 WELSHPOOL RD, WELSHPOOL, WA 6106, Australia",-31.9944559,115.9244794
2675,"UNIT 1 2880 ALBANY HWY, KELMSCOTT, WA 6111, Australia",-32.1160624,116.0163101
2676,"52-56 MARYBOROUGH ST, FYSHWICK, ACT 2609, Australia",-35.3251579,149.1756425
2677,"111 YANDILLA ST, PITTSWORTH, QLD 4356, Australia",-27.7166519,151.6294194
2678,"348 SCARBOROUGH BEACH RD, OSBORNE PARK, WA 6017, Australia",-31.9138195,115.8202389
2679,"19 LONGHURST ST, NAREMBEEN, WA 6369, Australia",-32.0668317,118.3925953
2680,"U4/79 BUCKINGHAM DVE., WANGARA, WA 6065, Australia",-31.7879212,115.8281404
2681,"765 CANNING HWY, APPLECROSS, WA 6153, Australia",-32.0212119,115.8328504
2682,"111 BARRACK ST, MERREDIN, WA 6415, Australia",-31.48223179999999,118.2825851
2683,"5 Kurrajong Road, North st Marys, NSW 2760, Australia",-33.7613902,150.7825421
2684,"5 MANCHESTER STREET, MILE END, SA 5031, Australia",-34.9388904,138.5717622
2685,"2 STANLEY STREET, SILVERWATER, NSW 2128, Australia",-33.8388886,151.0446337
2686,"259 HIGH STREET, KANGAROO FLAT, VIC 3555, Australia",-36.8078051,144.241569
2687,"765 CANNING HWY, APPLECROSS, WA 6153, Australia",-32.0212119,115.8328504
2688,"31 PARADE STREET, PINGELLY, WA 6308, Australia",-32.5364867,117.0836834
2689,"184 COMMERCIAL ROAD, SALISBURY, SA 5108, Australia",-34.7515243,138.6445266
2690,"4 STIRLING ROAD, CLAREMONT, WA 6010, Australia",-31.9830943,115.7780668
2691,"CNR ABERNETHY ROAD & CAMPBELL, BELMONT, WA 6104, Australia",-31.9545515,115.9268907
2692,"19 PORT STEPHENS ST, RAYMOND TERRACE, NSW 2324, Australia",-32.7589466,151.7462658
2693,"70 RAILWAY TERRACE NORTH, LAMEROO, SA 5302, Australia",-35.3293165,140.5167752
2694,"111 BARRACK STREET, MERREDIN, WA 6415, Australia",-31.48223179999999,118.2825851
2695,"UNIT 3, 3 NISSEN ST, PIALBA QLD, 4655",-25.2833386,152.8273184
2696,"180 RAGLAN PARADE, WARRNAMBOOL, VIC 3280, Australia",-38.382656,142.5161743
2697,"95 GLAD STONE RD, ROCKHAMTON, QLD 4700, Australia",-23.3931685,150.5065328
2698,"3/27 ONEIL ST, MORANBAH, QLD 4744, Australia",-21.9869528,148.0123057
2699,"57 EDGECOMBE RD, KYNETON, VIC 3444, Australia",-37.2384236,144.4643506
2700,"459 CANTERBURY RD, SURREY HILLS, VIC 3127, Australia",-37.825129,145.092738
2701,"30 GLEBE RD, BALHANNAH, SA 5242, Australia",-34.9934167,138.8271197
2702,"12-14 BATTUNGA RD, MEADOWS, SA 5201, Australia",-35.179882,138.7564404
2703,"U 12 10/12 OPALA ST, REGENCY PARK, SA 5010, Australia",-34.8516805,138.5677024
2704,"3/20 TRADELINK RD, HILLCREST, QLD 4118, Australia",-27.6645818,153.0312757
2705,"1/229 GNANGARA RD, WANGARA, WA 6065, Australia",-31.8002201,115.8415459
2706,"1/17 ENTERPRISE WAY, ROCKINGHAM, WA 6168, Australia",-32.2694966,115.7515507
2707,"6/65 O'SULLIVAN BEACH ROAD, LONSDALE, SA 5160, Australia",-35.1164042,138.4977817
2708,"65 LONSDALE ST, DANDENONG, VIC 3175, Australia",-37.9980918,145.2198965
2709,"16 HOVEY STREET, YATALA, QLD 4207, Australia",-27.7413852,153.2279878
2710,"1-9 VINEYARD RD, SUNBURY, VIC 3429, Australia",-37.586536,144.7219436
2711,"1 CORORATE PLACE, HILLCREST, QLD 4118, Australia",-27.6697992,153.0308753
2712,"12 McKAY AVE, Leeton, NSW 2705, Australia",-34.5487491,146.3895839
2713,"3584 DANDARAGAN RD, DANDARAGAN, WA 6507, Australia",-30.6659181,115.7038274
2714,"45 TAYLOR PLACE, EAGLE FARM, QLD 4009, Australia",-27.4259865,153.0831951
2715,"137A WESTALL RD, CLAYTON SOUTH, VIC 3169, Australia",-37.9516419,145.1376659
2716,"10 MAXWELL ST, YORK, WA 6302, Australia",-31.8961424,116.7660099
2717,"1465 EAST BARRACK ST, MERREDIN, WA 6415, Australia",-31.4803311,118.2903994
2718,"170 A HINDMARSH RD, VICTOR HARBOR, SA 5211, Australia",-35.5514063,138.6236377
2719,"191 MARKET ST, BALRANALD, NSW 2715, Australia",-34.6325226,143.5546309
2720,"3 LEDGAR RD, BALCATTA, WA 6021, Australia",-31.86528149999999,115.8066457
2721,"REAR 4 STEEL ST, Blacktown, NSW 2148, Australia",-33.7544451,150.9127709
2722,"25/317-321 WOODPARK RD, SMITHFIELD, NSW 2164, Australia",-33.8368274,150.9359602
2723,"3 BOLTON STREET, SYDENHAM, NSW 2044, Australia",-33.9139183,151.1677548
2724,"3 BOLTON STREET, SYDENHAM, NSW 2044, Australia",-33.9139183,151.1677548
2725,"3 BOLTON STREET, SYDENHAM, NSW 2044, Australia",-33.9139183,151.1677548
2726,"WH 1, 19 COURTNEY PLACE, WATTLE GROVE WA, 6107",-32.0081692,115.9830559
2727,"LOT 1 WOMMA RD, PENFIELD, SA 5121, Australia",-34.6993125,138.660184
2728,"30 GLEBE RD, BALHANNAH, SA 5242, Australia",-34.9934167,138.8271197
2729,"217 FITZGERALD ST, NORTHAM, WA 6401, Australia",-31.6547809,116.6706162
2730,"145A SOUTH GIPPSLAND HWY, DANDENONG SOUTH, VIC 3175, Australia",-38.0135017,145.2321181
2731,"4/34 DAVISON ST, MADDINGTON, WA 6109, Australia",-32.0403863,115.9839954
2732,"302 BAY RD, CHELTENHAM, VIC 3192, Australia",-37.9561328,145.0393037
2733,"470 MOORABOOL ST, GEELONG, VIC 3220, Australia",-38.1613791,144.3539937
2734,"42 BARALEE ST, BUSSELTON, WA 6280, Australia",-33.6516465,115.3473335
2735,"282 CARRICK RD, GOULBURN, NSW 2580, Australia",-34.7333422,149.8361023
2736,"27 KEWDALE RD, WELSHPOOL, WA 6106, Australia",-31.9902605,115.9480821
2737,"98 ERINDALE RD, BALCATTA, WA 6021, Australia",-31.8610696,115.8090581
2738,"1/7 SEAFORD RD, SEAFORD MEADOWS, SA 5169, Australia",-35.1797394,138.4942617
2739,"41 MONGER ST, BENCUBBIN, WA 6477, Australia",-30.8095882,117.8600272
2740,"2 KEW RD, LAURIETON, NSW 2443, Australia",-31.6479322,152.7964894
2741,"17 MENINYA STREET, MOAMA, NSW 2731, Australia",-36.1137259,144.756922
2742,"GOULBURN VALLEY HWY, NUMURKAH, VIC 3636, Australia",-36.0871417,145.4317708
2743,"2 HARRIS RD, BUSSELTON, WA 6280, Australia",-33.6516693,115.3486099
2744,"11 EXHIBITION DEV, MALAGA, WA 6090, Australia",-31.8517191,115.8818516
2745,"91-92 OTTERBURN STREET, LEONORA, WA 6438, Australia",-28.8806919,121.3298203
2746,"29 PARK TERRACE, SALISBURY, SA 5108, Australia",-34.7640696,138.6438343
2747,"9 NEWELL STREET, HARVEY, WA 6220, Australia",-33.0814299,115.8945329
2748,"1/32-36 CASTLE ST, CASTLE HILL, NSW 2154, Australia",-33.730223,151.0030404
2749,"7 EAST ST, CLERMONT, QLD 4721, Australia",-22.824028,147.6451887
